state	date	fips	new.cases	abbr
WYOMING	2020-06-15	56	19	WY
NEW YORK	2020-06-15	36	623	NY
PENNSYLVANIA	2020-06-15	42	386	PA
COLORADO	2020-06-15	8	169	CO
NORTH DAKOTA	2020-06-15	38	21	ND
NEW JERSEY	2020-06-15	34	222	NJ
NEW HAMPSHIRE	2020-06-15	33	27	NH
WEST VIRGINIA	2020-06-15	54	32	WV
MAINE	2020-06-15	23	17	ME
MASSACHUSETTS	2020-06-15	25	87	MA
MONTANA	2020-06-15	30	8	MT
HAWAII	2020-06-15	15	8	HI
MICHIGAN	2020-06-15	26	56	MI
ALASKA	2020-06-15	2	4	AK
VERMONT	2020-06-15	50	3	VT
ALABAMA	2020-06-14	1	1014	AL
SOUTH CAROLINA	2020-06-14	45	841	SC
ARIZONA	2020-06-14	4	1180	AZ
ARKANSAS	2020-06-14	5	406	AR
NORTH CAROLINA	2020-06-14	37	1288	NC
FLORIDA	2020-06-14	12	2016	FL
DISTRICT OF COLUMBIA	2020-06-14	11	58	DC
TENNESSEE	2020-06-14	47	558	TN
UTAH	2020-06-14	49	252	UT
VIRGINIA	2020-06-14	51	637	VA
SOUTH DAKOTA	2020-06-14	46	65	SD
LOUISIANA	2020-06-14	22	336	LA
NEVADA	2020-06-14	32	207	NV
GEORGIA	2020-06-14	13	696	GA
MARYLAND	2020-06-14	24	393	MD
CALIFORNIA	2020-06-14	6	2519	CA
MISSISSIPPI	2020-06-14	28	168	MS
INDIANA	2020-06-14	18	366	IN
MINNESOTA	2020-06-14	27	299	MN
IOWA	2020-06-14	19	167	IA
NEBRASKA	2020-06-14	31	101	NE
TEXAS	2020-06-14	48	1422	TX
NEW MEXICO	2020-06-14	35	102	NM
WISCONSIN	2020-06-14	55	281	WI
ILLINOIS	2020-06-14	17	602	IL
OKLAHOMA	2020-06-14	40	158	OK
DELAWARE	2020-06-14	10	35	DE
NEW YORK	2020-06-14	36	694	NY
NEW JERSEY	2020-06-14	34	276	NJ
MASSACHUSETTS	2020-06-14	25	208	MA
NORTH DAKOTA	2020-06-14	38	22	ND
WASHINGTON	2020-06-14	53	215	WA
MAINE	2020-06-14	23	36	ME
CONNECTICUT	2020-06-14	9	94	CN
OHIO	2020-06-14	39	300	OH
PENNSYLVANIA	2020-06-14	42	313	PA
OREGON	2020-06-14	41	101	OR
MICHIGAN	2020-06-14	26	222	MI
COLORADO	2020-06-14	8	113	CO
KANSAS	2020-06-14	20	52	KS
WYOMING	2020-06-14	56	10	WY
ALASKA	2020-06-14	2	12	AK
NEW HAMPSHIRE	2020-06-14	33	19	NH
MONTANA	2020-06-14	30	13	MT
KENTUCKY	2020-06-14	21	47	KY
MISSOURI	2020-06-14	29	57	MO
WEST VIRGINIA	2020-06-14	54	16	WV
IDAHO	2020-06-14	16	14	ID
HAWAII	2020-06-14	15	5	HI
VERMONT	2020-06-14	50	2	VT
RHODE ISLAND	2020-06-14	44	0	RI
LOUISIANA	2020-06-13	22	1288	LA
ARIZONA	2020-06-13	4	1606	AZ
ALABAMA	2020-06-13	1	891	AL
ARKANSAS	2020-06-13	5	548	AR
SOUTH CAROLINA	2020-06-13	45	785	SC
NORTH CAROLINA	2020-06-13	37	1444	NC
FLORIDA	2020-06-13	12	2581	FL
UTAH	2020-06-13	49	380	UT
MARYLAND	2020-06-13	24	673	MD
IOWA	2020-06-13	19	337	IA
SOUTH DAKOTA	2020-06-13	46	91	SD
NEVADA	2020-06-13	32	288	NV
GEORGIA	2020-06-13	13	977	GA
MISSISSIPPI	2020-06-13	28	257	MS
CONNECTICUT	2020-06-13	9	305	CN
CALIFORNIA	2020-06-13	6	3149	CA
DISTRICT OF COLUMBIA	2020-06-13	11	55	DC
VIRGINIA	2020-06-13	51	658	VA
TEXAS	2020-06-13	48	2089	TX
MINNESOTA	2020-06-13	27	377	MN
NEBRASKA	2020-06-13	31	121	NE
INDIANA	2020-06-13	18	421	IN
TENNESSEE	2020-06-13	47	398	TN
DELAWARE	2020-06-13	10	56	DE
OKLAHOMA	2020-06-13	40	225	OK
KENTUCKY	2020-06-13	21	253	KY
NORTH DAKOTA	2020-06-13	38	42	ND
WISCONSIN	2020-06-13	55	293	WI
NEW JERSEY	2020-06-13	34	441	NJ
ILLINOIS	2020-06-13	17	628	IL
MASSACHUSETTS	2020-06-13	25	336	MA
NEW YORK	2020-06-13	36	912	NY
ALASKA	2020-06-13	2	34	AK
NEW MEXICO	2020-06-13	35	95	NM
WASHINGTON	2020-06-13	53	344	WA
WYOMING	2020-06-13	56	23	WY
OREGON	2020-06-13	41	155	OR
OHIO	2020-06-13	39	424	OH
NEW HAMPSHIRE	2020-06-13	33	48	NH
MISSOURI	2020-06-13	29	216	MO
COLORADO	2020-06-13	8	195	CO
PENNSYLVANIA	2020-06-13	42	410	PA
MAINE	2020-06-13	23	36	ME
IDAHO	2020-06-13	16	45	ID
KANSAS	2020-06-13	20	43	KS
MICHIGAN	2020-06-13	26	143	MI
MONTANA	2020-06-13	30	15	MT
WEST VIRGINIA	2020-06-13	54	25	WV
HAWAII	2020-06-13	15	17	HI
VERMONT	2020-06-13	50	6	VT
RHODE ISLAND	2020-06-13	44	0	RI
ARKANSAS	2020-06-12	5	731	AR
ARIZONA	2020-06-12	4	1642	AZ
MISSISSIPPI	2020-06-12	28	608	MS
ALABAMA	2020-06-12	1	865	AL
NORTH CAROLINA	2020-06-12	37	1732	NC
SOUTH CAROLINA	2020-06-12	45	729	SC
LOUISIANA	2020-06-12	22	523	LA
IOWA	2020-06-12	19	352	IA
NEBRASKA	2020-06-12	31	198	NE
UTAH	2020-06-12	49	315	UT
DISTRICT OF COLUMBIA	2020-06-12	11	65	DC
CALIFORNIA	2020-06-12	6	3576	CA
FLORIDA	2020-06-12	12	1902	FL
SOUTH DAKOTA	2020-06-12	46	77	SD
MINNESOTA	2020-06-12	27	479	MN
GEORGIA	2020-06-12	13	869	GA
RHODE ISLAND	2020-06-12	44	85	RI
NEVADA	2020-06-12	32	240	NV
TEXAS	2020-06-12	48	2259	TX
NEW MEXICO	2020-06-12	35	158	NM
MARYLAND	2020-06-12	24	439	MD
DELAWARE	2020-06-12	10	67	DE
TENNESSEE	2020-06-12	47	452	TN
VIRGINIA	2020-06-12	51	564	VA
CONNECTICUT	2020-06-12	9	228	CN
ILLINOIS	2020-06-12	17	758	IL
INDIANA	2020-06-12	18	400	IN
KANSAS	2020-06-12	20	168	KS
MASSACHUSETTS	2020-06-12	25	392	MA
OKLAHOMA	2020-06-12	40	222	OK
WISCONSIN	2020-06-12	55	322	WI
WASHINGTON	2020-06-12	53	404	WA
KENTUCKY	2020-06-12	21	224	KY
PENNSYLVANIA	2020-06-12	42	634	PA
NORTH DAKOTA	2020-06-12	38	36	ND
NEW YORK	2020-06-12	36	821	NY
MAINE	2020-06-12	23	54	ME
NEW JERSEY	2020-06-12	34	348	NJ
OHIO	2020-06-12	39	420	OH
OREGON	2020-06-12	41	136	OR
WYOMING	2020-06-12	56	18	WY
NEW HAMPSHIRE	2020-06-12	33	42	NH
MISSOURI	2020-06-12	29	187	MO
COLORADO	2020-06-12	8	175	CO
ALASKA	2020-06-12	2	22	AK
IDAHO	2020-06-12	16	51	ID
MICHIGAN	2020-06-12	26	254	MI
WEST VIRGINIA	2020-06-12	54	32	WV
VERMONT	2020-06-12	50	9	VT
HAWAII	2020-06-12	15	14	HI
MONTANA	2020-06-12	30	10	MT
ARIZONA	2020-06-11	4	1544	AZ
ALABAMA	2020-06-11	1	856	AL
NEBRASKA	2020-06-11	31	290	NE
ARKANSAS	2020-06-11	5	448	AR
NORTH CAROLINA	2020-06-11	37	1430	NC
SOUTH CAROLINA	2020-06-11	45	682	SC
UTAH	2020-06-11	49	384	UT
MARYLAND	2020-06-11	24	709	MD
IOWA	2020-06-11	19	370	IA
RHODE ISLAND	2020-06-11	44	106	RI
LOUISIANA	2020-06-11	22	442	LA
CALIFORNIA	2020-06-11	6	3570	CA
GEORGIA	2020-06-11	13	867	GA
NEVADA	2020-06-11	32	248	NV
MINNESOTA	2020-06-11	27	447	MN
FLORIDA	2020-06-11	12	1698	FL
MASSACHUSETTS	2020-06-11	25	511	MA
DISTRICT OF COLUMBIA	2020-06-11	11	52	DC
TEXAS	2020-06-11	48	2001	TX
SOUTH DAKOTA	2020-06-11	46	61	SD
ILLINOIS	2020-06-11	17	842	IL
INDIANA	2020-06-11	18	417	IN
TENNESSEE	2020-06-11	47	387	TN
NEW MEXICO	2020-06-11	35	118	NM
VIRGINIA	2020-06-11	51	470	VA
WISCONSIN	2020-06-11	55	320	WI
NEW JERSEY	2020-06-11	34	470	NJ
DELAWARE	2020-06-11	10	50	DE
NORTH DAKOTA	2020-06-11	38	39	ND
WYOMING	2020-06-11	56	29	WY
MISSOURI	2020-06-11	29	262	MO
PENNSYLVANIA	2020-06-11	42	534	PA
NEW YORK	2020-06-11	36	724	NY
OKLAHOMA	2020-06-11	40	146	OK
OHIO	2020-06-11	39	429	OH
OREGON	2020-06-11	41	153	OR
ALASKA	2020-06-11	2	24	AK
CONNECTICUT	2020-06-11	9	114	CN
WASHINGTON	2020-06-11	53	232	WA
COLORADO	2020-06-11	8	148	CO
MICHIGAN	2020-06-11	26	250	MI
VERMONT	2020-06-11	50	15	VT
IDAHO	2020-06-11	16	41	ID
NEW HAMPSHIRE	2020-06-11	33	31	NH
MAINE	2020-06-11	23	30	ME
KENTUCKY	2020-06-11	21	99	KY
KANSAS	2020-06-11	20	53	KS
WEST VIRGINIA	2020-06-11	54	24	WV
HAWAII	2020-06-11	15	7	HI
MONTANA	2020-06-11	30	2	MT
MISSISSIPPI	2020-06-11	28	0	MS
WISCONSIN	2020-06-10	55	2656	WI
ARIZONA	2020-06-10	4	1585	AZ
IOWA	2020-06-10	19	462	IA
MISSISSIPPI	2020-06-10	28	374	MS
ALABAMA	2020-06-10	1	567	AL
UTAH	2020-06-10	49	343	UT
SOUTH CAROLINA	2020-06-10	45	531	SC
ARKANSAS	2020-06-10	5	288	AR
MARYLAND	2020-06-10	24	571	MD
SOUTH DAKOTA	2020-06-10	46	81	SD
LOUISIANA	2020-06-10	22	418	LA
DISTRICT OF COLUMBIA	2020-06-10	11	63	DC
NORTH CAROLINA	2020-06-10	37	912	NC
TEXAS	2020-06-10	48	2500	TX
TENNESSEE	2020-06-10	47	514	TN
CALIFORNIA	2020-06-10	6	2894	CA
NEBRASKA	2020-06-10	31	137	NE
NEW MEXICO	2020-06-10	35	145	NM
GEORGIA	2020-06-10	13	696	GA
MINNESOTA	2020-06-10	27	366	MN
FLORIDA	2020-06-10	12	1371	FL
NEW JERSEY	2020-06-10	34	550	NJ
RHODE ISLAND	2020-06-10	44	65	RI
NEVADA	2020-06-10	32	170	NV
NORTH DAKOTA	2020-06-10	38	40	ND
VIRGINIA	2020-06-10	51	439	VA
KANSAS	2020-06-10	20	145	KS
CONNECTICUT	2020-06-10	9	168	CN
INDIANA	2020-06-10	18	312	IN
ILLINOIS	2020-06-10	17	568	IL
MISSOURI	2020-06-10	29	266	MO
MASSACHUSETTS	2020-06-10	25	267	MA
DELAWARE	2020-06-10	10	36	DE
OHIO	2020-06-10	39	413	OH
PENNSYLVANIA	2020-06-10	42	446	PA
NEW YORK	2020-06-10	36	664	NY
NEW HAMPSHIRE	2020-06-10	33	46	NH
KENTUCKY	2020-06-10	21	138	KY
ALASKA	2020-06-10	2	22	AK
OKLAHOMA	2020-06-10	40	116	OK
COLORADO	2020-06-10	8	151	CO
MAINE	2020-06-10	23	31	ME
IDAHO	2020-06-10	16	36	ID
WASHINGTON	2020-06-10	53	144	WA
MICHIGAN	2020-06-10	26	187	MI
VERMONT	2020-06-10	50	11	VT
WYOMING	2020-06-10	56	10	WY
OREGON	2020-06-10	41	72	OR
WEST VIRGINIA	2020-06-10	54	14	WV
MONTANA	2020-06-10	30	7	MT
HAWAII	2020-06-10	15	3	HI
LOUISIANA	2020-06-09	22	562	LA
DISTRICT OF COLUMBIA	2020-06-09	11	85	DC
MISSISSIPPI	2020-06-09	28	341	MS
ARKANSAS	2020-06-09	5	340	AR
ALABAMA	2020-06-09	1	497	AL
TENNESSEE	2020-06-09	47	648	TN
ARIZONA	2020-06-09	4	635	AZ
MARYLAND	2020-06-09	24	519	MD
SOUTH CAROLINA	2020-06-09	45	428	SC
UTAH	2020-06-09	49	261	UT
NORTH CAROLINA	2020-06-09	37	812	NC
NEVADA	2020-06-09	32	231	NV
CALIFORNIA	2020-06-09	6	2958	CA
GEORGIA	2020-06-09	13	774	GA
NEBRASKA	2020-06-09	31	136	NE
TEXAS	2020-06-09	48	1945	TX
INDIANA	2020-06-09	18	432	IN
ILLINOIS	2020-06-09	17	778	IL
SOUTH DAKOTA	2020-06-09	46	52	SD
VIRGINIA	2020-06-09	51	487	VA
MINNESOTA	2020-06-09	27	299	MN
FLORIDA	2020-06-09	12	1096	FL
IOWA	2020-06-09	19	160	IA
DELAWARE	2020-06-09	10	48	DE
WISCONSIN	2020-06-09	55	274	WI
RHODE ISLAND	2020-06-09	44	49	RI
KENTUCKY	2020-06-09	21	190	KY
PENNSYLVANIA	2020-06-09	42	532	PA
OKLAHOMA	2020-06-09	40	158	OK
NEW HAMPSHIRE	2020-06-09	33	53	NH
MISSOURI	2020-06-09	29	237	MO
MASSACHUSETTS	2020-06-09	25	263	MA
NEW YORK	2020-06-09	36	690	NY
NEW JERSEY	2020-06-09	34	299	NJ
COLORADO	2020-06-09	8	164	CO
MICHIGAN	2020-06-09	26	279	MI
OHIO	2020-06-09	39	325	OH
NORTH DAKOTA	2020-06-09	38	21	ND
WASHINGTON	2020-06-09	53	203	WA
CONNECTICUT	2020-06-09	9	87	CN
OREGON	2020-06-09	41	100	OR
KANSAS	2020-06-09	20	62	KS
NEW MEXICO	2020-06-09	35	43	NM
ALASKA	2020-06-09	2	13	AK
WYOMING	2020-06-09	56	10	WY
IDAHO	2020-06-09	16	29	ID
VERMONT	2020-06-09	50	9	VT
MAINE	2020-06-09	23	18	ME
WEST VIRGINIA	2020-06-09	54	18	WV
MONTANA	2020-06-09	30	6	MT
HAWAII	2020-06-09	15	6	HI
RHODE ISLAND	2020-06-08	44	201	RI
MISSISSIPPI	2020-06-08	28	498	MS
ILLINOIS	2020-06-08	17	1473	IL
ARIZONA	2020-06-08	4	837	AZ
ARKANSAS	2020-06-08	5	314	AR
IOWA	2020-06-08	19	317	IA
SOUTH CAROLINA	2020-06-08	45	514	SC
UTAH	2020-06-08	49	294	UT
NORTH CAROLINA	2020-06-08	37	918	NC
ALABAMA	2020-06-08	1	425	AL
DISTRICT OF COLUMBIA	2020-06-08	11	57	DC
MARYLAND	2020-06-08	24	431	MD
WASHINGTON	2020-06-08	53	529	WA
KENTUCKY	2020-06-08	21	308	KY
VIRGINIA	2020-06-08	51	570	VA
NEBRASKA	2020-06-08	31	118	NE
KANSAS	2020-06-08	20	175	KS
MINNESOTA	2020-06-08	27	338	MN
TENNESSEE	2020-06-08	47	406	TN
GEORGIA	2020-06-08	13	624	GA
NEW MEXICO	2020-06-08	35	122	NM
CALIFORNIA	2020-06-08	6	2290	CA
LOUISIANA	2020-06-08	22	236	LA
TEXAS	2020-06-08	48	1378	TX
NEVADA	2020-06-08	32	142	NV
FLORIDA	2020-06-08	12	966	FL
NEW JERSEY	2020-06-08	34	333	NJ
SOUTH DAKOTA	2020-06-08	46	33	SD
NEW YORK	2020-06-08	36	712	NY
WISCONSIN	2020-06-08	55	211	WI
CONNECTICUT	2020-06-08	9	124	CN
PENNSYLVANIA	2020-06-08	42	431	PA
INDIANA	2020-06-08	18	225	IN
COLORADO	2020-06-08	8	182	CO
OHIO	2020-06-08	39	361	OH
DELAWARE	2020-06-08	10	30	DE
MICHIGAN	2020-06-08	26	296	MI
MISSOURI	2020-06-08	29	174	MO
OREGON	2020-06-08	41	118	OR
MASSACHUSETTS	2020-06-08	25	190	MA
NEW HAMPSHIRE	2020-06-08	33	36	NH
ALASKA	2020-06-08	2	19	AK
NORTH DAKOTA	2020-06-08	38	19	ND
IDAHO	2020-06-08	16	44	ID
WYOMING	2020-06-08	56	13	WY
VERMONT	2020-06-08	50	12	VT
OKLAHOMA	2020-06-08	40	55	OK
MAINE	2020-06-08	23	18	ME
WEST VIRGINIA	2020-06-08	54	17	WV
MONTANA	2020-06-08	30	3	MT
HAWAII	2020-06-08	15	1	HI
ARIZONA	2020-06-07	4	1407	AZ
VIRGINIA	2020-06-07	51	1284	VA
ARKANSAS	2020-06-07	5	325	AR
DELAWARE	2020-06-07	10	97	DE
ALABAMA	2020-06-07	1	457	AL
DISTRICT OF COLUMBIA	2020-06-07	11	63	DC
IOWA	2020-06-07	19	267	IA
MARYLAND	2020-06-07	24	494	MD
NORTH CAROLINA	2020-06-07	37	854	NC
SOUTH DAKOTA	2020-06-07	46	71	SD
MISSISSIPPI	2020-06-07	28	236	MS
CALIFORNIA	2020-06-07	6	2850	CA
SOUTH CAROLINA	2020-06-07	45	370	SC
LOUISIANA	2020-06-07	22	330	LA
MINNESOTA	2020-06-07	27	385	MN
UTAH	2020-06-07	49	218	UT
NEW MEXICO	2020-06-07	35	140	NM
TENNESSEE	2020-06-07	47	452	TN
ILLINOIS	2020-06-07	17	819	IL
INDIANA	2020-06-07	18	400	IN
NORTH DAKOTA	2020-06-07	38	45	ND
NEVADA	2020-06-07	32	179	NV
FLORIDA	2020-06-07	12	1180	FL
MISSOURI	2020-06-07	29	326	MO
NEBRASKA	2020-06-07	31	91	NE
MASSACHUSETTS	2020-06-07	25	304	MA
WISCONSIN	2020-06-07	55	249	WI
CONNECTICUT	2020-06-07	9	150	CN
MICHIGAN	2020-06-07	26	419	MI
GEORGIA	2020-06-07	13	428	GA
NEW YORK	2020-06-07	36	777	NY
WASHINGTON	2020-06-07	53	297	WA
PENNSYLVANIA	2020-06-07	42	494	PA
MAINE	2020-06-07	23	46	ME
OREGON	2020-06-07	41	137	OR
OHIO	2020-06-07	39	365	OH
NEW JERSEY	2020-06-07	34	271	NJ
TEXAS	2020-06-07	48	871	TX
VERMONT	2020-06-07	50	17	VT
COLORADO	2020-06-07	8	153	CO
OKLAHOMA	2020-06-07	40	91	OK
NEW HAMPSHIRE	2020-06-07	33	24	NH
WYOMING	2020-06-07	56	8	WY
ALASKA	2020-06-07	2	9	AK
KANSAS	2020-06-07	20	32	KS
IDAHO	2020-06-07	16	14	ID
KENTUCKY	2020-06-07	21	34	KY
MONTANA	2020-06-07	30	5	MT
WEST VIRGINIA	2020-06-07	54	8	WV
HAWAII	2020-06-07	15	2	HI
RHODE ISLAND	2020-06-07	44	0	RI
UTAH	2020-06-06	49	522	UT
ARIZONA	2020-06-06	4	1148	AZ
ARKANSAS	2020-06-06	5	450	AR
ALABAMA	2020-06-06	1	656	AL
NORTH CAROLINA	2020-06-06	37	1392	NC
MARYLAND	2020-06-06	24	692	MD
LOUISIANA	2020-06-06	22	497	LA
SOUTH DAKOTA	2020-06-06	46	90	SD
VIRGINIA	2020-06-06	51	865	VA
CONNECTICUT	2020-06-06	9	358	CN
DISTRICT OF COLUMBIA	2020-06-06	11	70	DC
NORTH DAKOTA	2020-06-06	38	71	ND
MINNESOTA	2020-06-06	27	521	MN
SOUTH CAROLINA	2020-06-06	45	463	SC
MISSISSIPPI	2020-06-06	28	265	MS
NEBRASKA	2020-06-06	31	164	NE
MASSACHUSETTS	2020-06-06	25	575	MA
TENNESSEE	2020-06-06	47	560	TN
DELAWARE	2020-06-06	10	72	DE
ILLINOIS	2020-06-06	17	934	IL
KENTUCKY	2020-06-06	21	308	KY
CALIFORNIA	2020-06-06	6	2637	CA
INDIANA	2020-06-06	18	429	IN
NEW JERSEY	2020-06-06	34	557	NJ
GEORGIA	2020-06-06	13	663	GA
IOWA	2020-06-06	19	195	IA
NEW MEXICO	2020-06-06	35	128	NM
NEVADA	2020-06-06	32	188	NV
TEXAS	2020-06-06	48	1754	TX
FLORIDA	2020-06-06	12	1270	FL
NEW YORK	2020-06-06	36	1083	NY
NEW HAMPSHIRE	2020-06-06	33	66	NH
WISCONSIN	2020-06-06	55	274	WI
PENNSYLVANIA	2020-06-06	42	599	PA
MICHIGAN	2020-06-06	26	452	MI
COLORADO	2020-06-06	8	233	CO
MAINE	2020-06-06	23	42	ME
VERMONT	2020-06-06	50	19	VT
OHIO	2020-06-06	39	353	OH
WASHINGTON	2020-06-06	53	221	WA
MISSOURI	2020-06-06	29	144	MO
OREGON	2020-06-06	41	87	OR
ALASKA	2020-06-06	2	14	AK
IDAHO	2020-06-06	16	28	ID
OKLAHOMA	2020-06-06	40	56	OK
WYOMING	2020-06-06	56	6	WY
WEST VIRGINIA	2020-06-06	54	17	WV
KANSAS	2020-06-06	20	24	KS
HAWAII	2020-06-06	15	8	HI
MONTANA	2020-06-06	30	1	MT
RHODE ISLAND	2020-06-06	44	0	RI
MICHIGAN	2020-06-05	26	4529	MI
ARIZONA	2020-06-05	4	1551	AZ
NEW MEXICO	2020-06-05	35	319	NM
MARYLAND	2020-06-05	24	917	MD
UTAH	2020-06-05	49	486	UT
NEBRASKA	2020-06-05	31	262	NE
MINNESOTA	2020-06-05	27	707	MN
IOWA	2020-06-05	19	389	IA
DISTRICT OF COLUMBIA	2020-06-05	11	79	DC
RHODE ISLAND	2020-06-05	44	116	RI
NORTH CAROLINA	2020-06-05	37	1141	NC
ILLINOIS	2020-06-05	17	1168	IL
LOUISIANA	2020-06-05	22	427	LA
CALIFORNIA	2020-06-05	6	3593	CA
NEW JERSEY	2020-06-05	34	806	NJ
SOUTH CAROLINA	2020-06-05	45	448	SC
VIRGINIA	2020-06-05	51	676	VA
ARKANSAS	2020-06-05	5	226	AR
INDIANA	2020-06-05	18	494	IN
WASHINGTON	2020-06-05	53	547	WA
MASSACHUSETTS	2020-06-05	25	494	MA
GEORGIA	2020-06-05	13	752	GA
MISSISSIPPI	2020-06-05	28	209	MS
TEXAS	2020-06-05	48	1993	TX
ALABAMA	2020-06-05	1	315	AL
TENNESSEE	2020-06-05	47	425	TN
CONNECTICUT	2020-06-05	9	221	CN
NEVADA	2020-06-05	32	188	NV
FLORIDA	2020-06-05	12	1305	FL
WISCONSIN	2020-06-05	55	352	WI
KENTUCKY	2020-06-05	21	270	KY
NEW HAMPSHIRE	2020-06-05	33	77	NH
KANSAS	2020-06-05	20	161	KS
NEW YORK	2020-06-05	36	1042	NY
NORTH DAKOTA	2020-06-05	38	39	ND
COLORADO	2020-06-05	8	255	CO
OHIO	2020-06-05	39	476	OH
PENNSYLVANIA	2020-06-05	42	480	PA
MISSOURI	2020-06-05	29	229	MO
SOUTH DAKOTA	2020-06-05	46	30	SD
IDAHO	2020-06-05	16	57	ID
ALASKA	2020-06-05	2	23	AK
DELAWARE	2020-06-05	10	27	DE
MAINE	2020-06-05	23	36	ME
OREGON	2020-06-05	41	110	OR
OKLAHOMA	2020-06-05	40	97	OK
WYOMING	2020-06-05	56	12	WY
WEST VIRGINIA	2020-06-05	54	17	WV
HAWAII	2020-06-05	15	9	HI
MONTANA	2020-06-05	30	2	MT
VERMONT	2020-06-05	50	1	VT
IOWA	2020-06-04	19	567	IA
DISTRICT OF COLUMBIA	2020-06-04	11	104	DC
MARYLAND	2020-06-04	24	873	MD
NEBRASKA	2020-06-04	31	251	NE
NORTH CAROLINA	2020-06-04	37	1263	NC
ARKANSAS	2020-06-04	5	358	AR
VIRGINIA	2020-06-04	51	951	VA
NEW MEXICO	2020-06-04	35	213	NM
RHODE ISLAND	2020-06-04	44	106	RI
SOUTH DAKOTA	2020-06-04	46	86	SD
UTAH	2020-06-04	49	300	UT
LOUISIANA	2020-06-04	22	429	LA
MISSISSIPPI	2020-06-04	28	238	MS
WISCONSIN	2020-06-04	55	461	WI
ARIZONA	2020-06-04	4	573	AZ
GEORGIA	2020-06-04	13	817	GA
MINNESOTA	2020-06-04	27	403	MN
SOUTH CAROLINA	2020-06-04	45	354	SC
ILLINOIS	2020-06-04	17	870	IL
MASSACHUSETTS	2020-06-04	25	471	MA
KENTUCKY	2020-06-04	21	296	KY
FLORIDA	2020-06-04	12	1419	FL
CALIFORNIA	2020-06-04	6	2510	CA
TEXAS	2020-06-04	48	1784	TX
NEW HAMPSHIRE	2020-06-04	33	81	NH
INDIANA	2020-06-04	18	396	IN
VERMONT	2020-06-04	50	36	VT
NEVADA	2020-06-04	32	168	NV
NEW YORK	2020-06-04	36	1053	NY
COLORADO	2020-06-04	8	300	CO
NEW JERSEY	2020-06-04	34	462	NJ
TENNESSEE	2020-06-04	47	350	TN
ALABAMA	2020-06-04	1	221	AL
PENNSYLVANIA	2020-06-04	42	557	PA
MISSOURI	2020-06-04	29	266	MO
OHIO	2020-06-04	39	490	OH
CONNECTICUT	2020-06-04	9	148	CN
IDAHO	2020-06-04	16	64	ID
ALASKA	2020-06-04	2	26	AK
NORTH DAKOTA	2020-06-04	38	27	ND
DELAWARE	2020-06-04	10	34	DE
WASHINGTON	2020-06-04	53	223	WA
OKLAHOMA	2020-06-04	40	102	OK
MICHIGAN	2020-06-04	26	225	MI
MAINE	2020-06-04	23	28	ME
OREGON	2020-06-04	41	76	OR
KANSAS	2020-06-04	20	51	KS
WEST VIRGINIA	2020-06-04	54	25	WV
MONTANA	2020-06-04	30	12	MT
WYOMING	2020-06-04	56	6	WY
HAWAII	2020-06-04	15	1	HI
DISTRICT OF COLUMBIA	2020-06-03	11	130	DC
ARIZONA	2020-06-03	4	995	AZ
NEBRASKA	2020-06-03	31	255	NE
MARYLAND	2020-06-03	24	786	MD
WISCONSIN	2020-06-03	55	665	WI
IOWA	2020-06-03	19	359	IA
SOUTH DAKOTA	2020-06-03	46	95	SD
MISSISSIPPI	2020-06-03	28	302	MS
RHODE ISLAND	2020-06-03	44	107	RI
UTAH	2020-06-03	49	321	UT
NORTH CAROLINA	2020-06-03	37	961	NC
LOUISIANA	2020-06-03	22	387	LA
ARKANSAS	2020-06-03	5	249	AR
ILLINOIS	2020-06-03	17	1035	IL
VIRGINIA	2020-06-03	51	666	VA
TENNESSEE	2020-06-03	47	526	TN
INDIANA	2020-06-03	18	480	IN
MINNESOTA	2020-06-03	27	363	MN
MASSACHUSETTS	2020-06-03	25	429	MA
FLORIDA	2020-06-03	12	1317	FL
GEORGIA	2020-06-03	13	648	GA
NEW JERSEY	2020-06-03	34	523	NJ
CALIFORNIA	2020-06-03	6	2326	CA
NEW MEXICO	2020-06-03	35	116	NM
TEXAS	2020-06-03	48	1580	TX
NEW YORK	2020-06-03	36	1043	NY
KANSAS	2020-06-03	20	138	KS
COLORADO	2020-06-03	8	272	CO
SOUTH CAROLINA	2020-06-03	45	236	SC
KENTUCKY	2020-06-03	21	198	KY
PENNSYLVANIA	2020-06-03	42	556	PA
NORTH DAKOTA	2020-06-03	38	33	ND
OHIO	2020-06-03	39	442	OH
NEW HAMPSHIRE	2020-06-03	33	46	NH
MISSOURI	2020-06-03	29	198	MO
CONNECTICUT	2020-06-03	9	112	CN
MICHIGAN	2020-06-03	26	310	MI
IDAHO	2020-06-03	16	55	ID
MAINE	2020-06-03	23	41	ME
NEVADA	2020-06-03	32	92	NV
OKLAHOMA	2020-06-03	40	113	OK
DELAWARE	2020-06-03	10	27	DE
ALASKA	2020-06-03	2	19	AK
WASHINGTON	2020-06-03	53	168	WA
ALABAMA	2020-06-03	1	80	AL
OREGON	2020-06-03	41	61	OR
WEST VIRGINIA	2020-06-03	54	21	WV
WYOMING	2020-06-03	56	3	WY
VERMONT	2020-06-03	50	2	VT
MONTANA	2020-06-03	30	2	MT
HAWAII	2020-06-03	15	0	HI
TENNESSEE	2020-06-02	47	1256	TN
ARIZONA	2020-06-02	4	1127	AZ
NEBRASKA	2020-06-02	31	266	NE
MARYLAND	2020-06-02	24	796	MD
