state	date	fips	new.cases	abbr
DELAWARE	2020-04-08	10	188	DE
MARYLAND	2020-04-08	24	1158	MD
LOUISIANA	2020-04-08	22	746	LA
PENNSYLVANIA	2020-04-08	42	1832	PA
MICHIGAN	2020-04-08	26	1369	MI
ILLINOIS	2020-04-08	17	1529	IL
GEORGIA	2020-04-08	13	1048	GA
SOUTH DAKOTA	2020-04-08	46	73	SD
NEVADA	2020-04-08	32	217	NV
INDIANA	2020-04-08	18	442	IN
ALABAMA	2020-04-08	1	301	AL
WASHINGTON	2020-04-08	53	415	WA
KANSAS	2020-04-08	20	150	KS
VERMONT	2020-04-08	50	30	VT
MISSOURI	2020-04-08	29	290	MO
FLORIDA	2020-04-08	12	951	FL
COLORADO	2020-04-08	8	226	CO
WEST VIRGINIA	2020-04-08	54	70	WV
UTAH	2020-04-08	49	123	UT
CALIFORNIA	2020-04-08	6	1503	CA
VIRGINIA	2020-04-08	51	312	VA
TENNESSEE	2020-04-08	47	236	TN
NEW MEXICO	2020-04-08	35	71	NM
TEXAS	2020-04-08	48	929	TX
OHIO	2020-04-08	39	366	OH
IOWA	2020-04-08	19	97	IA
WISCONSIN	2020-04-08	55	178	WI
NEW HAMPSHIRE	2020-04-08	33	41	NH
MISSISSIPPI	2020-04-08	28	88	MS
ARKANSAS	2020-04-08	5	80	AR
SOUTH CAROLINA	2020-04-08	45	135	SC
NEBRASKA	2020-04-08	31	47	NE
KENTUCKY	2020-04-08	21	104	KY
ARIZONA	2020-04-08	4	149	AZ
NORTH CAROLINA	2020-04-08	37	203	NC
NORTH DAKOTA	2020-04-08	38	14	ND
ALASKA	2020-04-08	2	13	AK
HAWAII	2020-04-08	15	25	HI
WYOMING	2020-04-08	56	9	WY
MINNESOTA	2020-04-08	27	85	MN
OREGON	2020-04-08	41	58	OR
OKLAHOMA	2020-04-08	40	53	OK
MAINE	2020-04-08	23	18	ME
IDAHO	2020-04-08	16	22	ID
MONTANA	2020-04-08	30	13	MT
NEW YORK	2020-04-07	36	8314	NY
NEW JERSEY	2020-04-07	34	3326	NJ
LOUISIANA	2020-04-07	22	1417	LA
CONNECTICUT	2020-04-07	9	875	CN
MASSACHUSETTS	2020-04-07	25	1365	MA
MICHIGAN	2020-04-07	26	1722	MI
DISTRICT OF COLUMBIA	2020-04-07	11	114	DC
GEORGIA	2020-04-07	13	1598	GA
DELAWARE	2020-04-07	10	145	DE
RHODE ISLAND	2020-04-07	44	147	RI
PENNSYLVANIA	2020-04-07	42	1507	PA
ILLINOIS	2020-04-07	17	1287	IL
INDIANA	2020-04-07	18	558	IN
MISSISSIPPI	2020-04-07	28	177	MS
MARYLAND	2020-04-07	24	326	MD
VIRGINIA	2020-04-07	51	455	VA
FLORIDA	2020-04-07	12	1118	FL
KENTUCKY	2020-04-07	21	232	KY
NEW MEXICO	2020-04-07	35	108	NM
MISSOURI	2020-04-07	29	315	MO
VERMONT	2020-04-07	50	32	VT
COLORADO	2020-04-07	8	257	CO
NEVADA	2020-04-07	32	130	NV
ALABAMA	2020-04-07	1	192	AL
WASHINGTON	2020-04-07	53	298	WA
TENNESSEE	2020-04-07	47	257	TN
WEST VIRGINIA	2020-04-07	54	66	WV
OKLAHOMA	2020-04-07	40	144	OK
SOUTH DAKOTA	2020-04-07	46	32	SD
SOUTH CAROLINA	2020-04-07	45	185	SC
NORTH CAROLINA	2020-04-07	37	350	NC
IOWA	2020-04-07	19	102	IA
ALASKA	2020-04-07	2	22	AK
CALIFORNIA	2020-04-07	6	1179	CA
OHIO	2020-04-07	39	333	OH
TEXAS	2020-04-07	48	818	TX
NEBRASKA	2020-04-07	31	53	NE
WISCONSIN	2020-04-07	55	138	WI
NEW HAMPSHIRE	2020-04-07	33	32	NH
UTAH	2020-04-07	49	75	UT
ARKANSAS	2020-04-07	5	70	AR
IDAHO	2020-04-07	16	40	ID
KANSAS	2020-04-07	20	51	KS
HAWAII	2020-04-07	15	23	HI
NORTH DAKOTA	2020-04-07	38	12	ND
ARIZONA	2020-04-07	4	111	AZ
MAINE	2020-04-07	23	20	ME
MINNESOTA	2020-04-07	27	83	MN
WYOMING	2020-04-07	56	8	WY
OREGON	2020-04-07	41	49	OR
MONTANA	2020-04-07	30	0	MT
NEW YORK	2020-04-06	36	9304	NY
NEW JERSEY	2020-04-06	34	3585	NJ
LOUISIANA	2020-04-06	22	1853	LA
CONNECTICUT	2020-04-06	9	1231	CN
MASSACHUSETTS	2020-04-06	25	1337	MA
RHODE ISLAND	2020-04-06	44	160	RI
MICHIGAN	2020-04-06	26	1496	MI
DISTRICT OF COLUMBIA	2020-04-06	11	99	DC
PENNSYLVANIA	2020-04-06	42	1485	PA
DELAWARE	2020-04-06	10	110	DE
INDIANA	2020-04-06	18	549	IN
ILLINOIS	2020-04-06	17	986	IL
GEORGIA	2020-04-06	13	816	GA
MARYLAND	2020-04-06	24	436	MD
FLORIDA	2020-04-06	12	1279	FL
MISSOURI	2020-04-06	29	355	MO
SOUTH DAKOTA	2020-04-06	46	48	SD
WASHINGTON	2020-04-06	53	400	WA
VERMONT	2020-04-06	50	31	VT
IDAHO	2020-04-06	16	70	ID
COLORADO	2020-04-06	8	222	CO
TEXAS	2020-04-06	48	1033	TX
SOUTH CAROLINA	2020-04-06	45	183	SC
OHIO	2020-04-06	39	407	OH
NEW HAMPSHIRE	2020-04-06	33	46	NH
ALABAMA	2020-04-06	1	165	AL
MISSISSIPPI	2020-04-06	28	100	MS
NEBRASKA	2020-04-06	31	61	NE
TENNESSEE	2020-04-06	47	215	TN
WISCONSIN	2020-04-06	55	173	WI
NEW MEXICO	2020-04-06	35	62	NM
NEVADA	2020-04-06	32	91	NV
CALIFORNIA	2020-04-06	6	1159	CA
KANSAS	2020-04-06	20	85	KS
VIRGINIA	2020-04-06	51	241	VA
NORTH CAROLINA	2020-04-06	37	285	NC
ARIZONA	2020-04-06	4	197	AZ
IOWA	2020-04-06	19	78	IA
ARKANSAS	2020-04-06	5	74	AR
NORTH DAKOTA	2020-04-06	38	18	ND
WYOMING	2020-04-06	56	13	WY
MAINE	2020-04-06	23	29	ME
MONTANA	2020-04-06	30	21	MT
OKLAHOMA	2020-04-06	40	75	OK
OREGON	2020-04-06	41	64	OR
UTAH	2020-04-06	49	44	UT
WEST VIRGINIA	2020-04-06	54	22	WV
HAWAII	2020-04-06	15	16	HI
MINNESOTA	2020-04-06	27	51	MN
ALASKA	2020-04-06	2	6	AK
KENTUCKY	2020-04-06	21	9	KY
NEW YORK	2020-04-05	36	8122	NY
NEW JERSEY	2020-04-05	34	3381	NJ
MICHIGAN	2020-04-05	26	1408	MI
DISTRICT OF COLUMBIA	2020-04-05	11	96	DC
PENNSYLVANIA	2020-04-05	42	1480	PA
CONNECTICUT	2020-04-05	9	399	CN
MASSACHUSETTS	2020-04-05	25	764	MA
LOUISIANA	2020-04-05	22	514	LA
RHODE ISLAND	2020-04-05	44	116	RI
DELAWARE	2020-04-05	10	80	DE
VERMONT	2020-04-05	50	51	VT
MARYLAND	2020-04-05	24	484	MD
ILLINOIS	2020-04-05	17	919	IL
INDIANA	2020-04-05	18	462	IN
COLORADO	2020-04-05	8	376	CO
WASHINGTON	2020-04-05	53	486	WA
MISSISSIPPI	2020-04-05	28	183	MS
UTAH	2020-04-05	49	192	UT
ALABAMA	2020-04-05	1	208	AL
TENNESSEE	2020-04-05	47	273	TN
NEVADA	2020-04-05	32	122	NV
NEW MEXICO	2020-04-05	35	80	NM
FLORIDA	2020-04-05	12	805	FL
ARKANSAS	2020-04-05	5	110	AR
CALIFORNIA	2020-04-05	6	1406	CA
NEW HAMPSHIRE	2020-04-05	33	48	NH
ARIZONA	2020-04-05	4	250	AZ
GEORGIA	2020-04-05	13	359	GA
SOUTH DAKOTA	2020-04-05	46	28	SD
KENTUCKY	2020-04-05	21	139	KY
NORTH DAKOTA	2020-04-05	38	21	ND
VIRGINIA	2020-04-05	51	228	VA
WISCONSIN	2020-04-05	55	155	WI
OHIO	2020-04-05	39	304	OH
IOWA	2020-04-05	19	82	IA
SOUTH CAROLINA	2020-04-05	45	132	SC
WEST VIRGINIA	2020-04-05	54	43	WV
OKLAHOMA	2020-04-05	40	92	OK
KANSAS	2020-04-05	20	67	KS
NEBRASKA	2020-04-05	31	38	NE
ALASKA	2020-04-05	2	14	AK
WYOMING	2020-04-05	56	11	WY
TEXAS	2020-04-05	48	551	TX
NORTH CAROLINA	2020-04-05	37	183	NC
OREGON	2020-04-05	41	68	OR
MONTANA	2020-04-05	30	17	MT
HAWAII	2020-04-05	15	20	HI
IDAHO	2020-04-05	16	24	ID
MINNESOTA	2020-04-05	27	70	MN
MISSOURI	2020-04-05	29	76	MO
MAINE	2020-04-05	23	14	ME
NEW YORK	2020-04-04	36	12274	NY
NEW JERSEY	2020-04-04	34	4229	NJ
LOUISIANA	2020-04-04	22	2201	LA
DISTRICT OF COLUMBIA	2020-04-04	11	145	DC
MASSACHUSETTS	2020-04-04	25	1334	MA
MICHIGAN	2020-04-04	26	1556	MI
DELAWARE	2020-04-04	10	143	DE
PENNSYLVANIA	2020-04-04	42	1690	PA
VERMONT	2020-04-04	50	72	VT
ILLINOIS	2020-04-04	17	1453	IL
CONNECTICUT	2020-04-04	9	361	CN
RHODE ISLAND	2020-04-04	44	95	RI
INDIANA	2020-04-04	18	520	IN
WASHINGTON	2020-04-04	53	532	WA
COLORADO	2020-04-04	8	392	CO
NEVADA	2020-04-04	32	209	NV
MARYLAND	2020-04-04	24	367	MD
NEW HAMPSHIRE	2020-04-04	33	81	NH
FLORIDA	2020-04-04	12	1277	FL
UTAH	2020-04-04	49	178	UT
VIRGINIA	2020-04-04	51	397	VA
OKLAHOMA	2020-04-04	40	170	OK
SOUTH CAROLINA	2020-04-04	45	217	SC
GEORGIA	2020-04-04	13	416	GA
WYOMING	2020-04-04	56	22	WY
OHIO	2020-04-04	39	427	OH
IDAHO	2020-04-04	16	64	ID
ARIZONA	2020-04-04	4	250	AZ
TENNESSEE	2020-04-04	47	233	TN
WISCONSIN	2020-04-04	55	196	WI
KENTUCKY	2020-04-04	21	147	KY
MISSISSIPPI	2020-04-04	28	97	MS
CALIFORNIA	2020-04-04	6	1227	CA
NORTH CAROLINA	2020-04-04	37	309	NC
MISSOURI	2020-04-04	29	178	MO
SOUTH DAKOTA	2020-04-04	46	25	SD
IOWA	2020-04-04	19	87	IA
TEXAS	2020-04-04	48	793	TX
KANSAS	2020-04-04	20	77	KS
OREGON	2020-04-04	41	101	OR
NEW MEXICO	2020-04-04	35	49	NM
HAWAII	2020-04-04	15	32	HI
WEST VIRGINIA	2020-04-04	54	40	WV
NEBRASKA	2020-04-04	31	42	NE
ALABAMA	2020-04-04	1	97	AL
MAINE	2020-04-04	23	24	ME
MONTANA	2020-04-04	30	19	MT
ALASKA	2020-04-04	2	13	AK
NORTH DAKOTA	2020-04-04	38	13	ND
MINNESOTA	2020-04-04	27	76	MN
ARKANSAS	2020-04-04	5	5	AR
NEW YORK	2020-04-03	36	10329	NY
NEW JERSEY	2020-04-03	34	4305	NJ
CONNECTICUT	2020-04-03	9	1091	CN
LOUISIANA	2020-04-03	22	1147	LA
MASSACHUSETTS	2020-04-03	25	1436	MA
MICHIGAN	2020-04-03	26	1878	MI
DISTRICT OF COLUMBIA	2020-04-03	11	104	DC
PENNSYLVANIA	2020-04-03	42	1399	PA
ILLINOIS	2020-04-03	17	1209	IL
VERMONT	2020-04-03	50	51	VT
COLORADO	2020-04-03	8	454	CO
MARYLAND	2020-04-03	24	427	MD
IDAHO	2020-04-03	16	121	ID
MISSISSIPPI	2020-04-03	28	181	MS
INDIANA	2020-04-03	18	399	IN
FLORIDA	2020-04-03	12	1260	FL
DELAWARE	2020-04-03	10	57	DE
ALABAMA	2020-04-03	1	265	AL
UTAH	2020-04-03	49	171	UT
RHODE ISLAND	2020-04-03	44	54	RI
WASHINGTON	2020-04-03	53	381	WA
GEORGIA	2020-04-03	13	523	GA
MISSOURI	2020-04-03	29	279	MO
NEW HAMPSHIRE	2020-04-03	33	61	NH
NEW MEXICO	2020-04-03	35	92	NM
MAINE	2020-04-03	23	56	ME
VIRGINIA	2020-04-03	51	305	VA
OHIO	2020-04-03	39	409	OH
CALIFORNIA	2020-04-03	6	1379	CA
WISCONSIN	2020-04-03	55	186	WI
NEVADA	2020-04-03	32	91	NV
SOUTH CAROLINA	2020-04-03	45	146	SC
TEXAS	2020-04-03	48	821	TX
OKLAHOMA	2020-04-03	40	110	OK
IOWA	2020-04-03	19	85	IA
SOUTH DAKOTA	2020-04-03	46	22	SD
KANSAS	2020-04-03	20	71	KS
TENNESSEE	2020-04-03	47	164	TN
HAWAII	2020-04-03	15	34	HI
ARIZONA	2020-04-03	4	169	AZ
WYOMING	2020-04-03	56	13	WY
NORTH CAROLINA	2020-04-03	37	235	NC
MONTANA	2020-04-03	30	21	MT
NORTH DAKOTA	2020-04-03	38	14	ND
ARKANSAS	2020-04-03	5	55	AR
OREGON	2020-04-03	41	72	OR
WEST VIRGINIA	2020-04-03	54	25	WV
ALASKA	2020-04-03	2	10	AK
NEBRASKA	2020-04-03	31	24	NE
MINNESOTA	2020-04-03	27	47	MN
KENTUCKY	2020-04-03	21	15	KY
LOUISIANA	2020-04-02	22	2728	LA
NEW YORK	2020-04-02	36	8996	NY
NEW JERSEY	2020-04-02	34	3335	NJ
MASSACHUSETTS	2020-04-02	25	1228	MA
MICHIGAN	2020-04-02	26	1499	MI
WASHINGTON	2020-04-02	53	997	WA
IDAHO	2020-04-02	16	222	ID
PENNSYLVANIA	2020-04-02	42	1216	PA
DISTRICT OF COLUMBIA	2020-04-02	11	67	DC
RHODE ISLAND	2020-04-02	44	91	RI
CONNECTICUT	2020-04-02	9	267	CN
INDIANA	2020-04-02	18	478	IN
COLORADO	2020-04-02	8	382	CO
GEORGIA	2020-04-02	13	697	GA
NEVADA	2020-04-02	32	179	NV
FLORIDA	2020-04-02	12	1231	FL
MARYLAND	2020-04-02	24	346	MD
ILLINOIS	2020-04-02	17	717	IL
SOUTH CAROLINA	2020-04-02	45	261	SC
NEW HAMPSHIRE	2020-04-02	33	64	NH
MISSOURI	2020-04-02	29	254	MO
SOUTH DAKOTA	2020-04-02	46	36	SD
OKLAHOMA	2020-04-02	40	160	OK
MISSISSIPPI	2020-04-02	28	104	MS
CALIFORNIA	2020-04-02	6	1333	CA
ALABAMA	2020-04-02	1	162	AL
WISCONSIN	2020-04-02	55	178	WI
OHIO	2020-04-02	39	355	OH
WYOMING	2020-04-02	56	16	WY
VERMONT	2020-04-02	50	17	VT
TENNESSEE	2020-04-02	47	179	TN
ARIZONA	2020-04-02	4	187	AZ
DELAWARE	2020-04-02	10	25	DE
NORTH CAROLINA	2020-04-02	37	267	NC
MAINE	2020-04-02	23	32	ME
VIRGINIA	2020-04-02	51	195	VA
KANSAS	2020-04-02	20	65	KS
OREGON	2020-04-02	41	90	OR
IOWA	2020-04-02	19	65	IA
MONTANA	2020-04-02	30	22	MT
UTAH	2020-04-02	49	65	UT
ARKANSAS	2020-04-02	5	59	AR
NEW MEXICO	2020-04-02	35	40	NM
TEXAS	2020-04-02	48	550	TX
HAWAII	2020-04-02	15	25	HI
KENTUCKY	2020-04-02	21	73	KY
NORTH DAKOTA	2020-04-02	38	12	ND
WEST VIRGINIA	2020-04-02	54	26	WV
NEBRASKA	2020-04-02	31	24	NE
MINNESOTA	2020-04-02	27	53	MN
ALASKA	2020-04-02	2	3	AK
NEW YORK	2020-04-01	36	8153	NY
NEW JERSEY	2020-04-01	34	3559	NJ
LOUISIANA	2020-04-01	22	1187	LA
MICHIGAN	2020-04-01	26	1663	MI
MASSACHUSETTS	2020-04-01	25	1118	MA
DISTRICT OF COLUMBIA	2020-04-01	11	91	DC
CONNECTICUT	2020-04-01	9	429	CN
TENNESSEE	2020-04-01	47	640	TN
IDAHO	2020-04-01	16	143	ID
ILLINOIS	2020-04-01	17	986	IL
RHODE ISLAND	2020-04-01	44	78	RI
PENNSYLVANIA	2020-04-01	42	808	PA
COLORADO	2020-04-01	8	356	CO
INDIANA	2020-04-01	18	401	IN
GEORGIA	2020-04-01	13	631	GA
NEVADA	2020-04-01	32	166	NV
MARYLAND	2020-04-01	24	323	MD
DELAWARE	2020-04-01	10	49	DE
FLORIDA	2020-04-01	12	1027	FL
MISSISSIPPI	2020-04-01	28	136	MS
VERMONT	2020-04-01	50	28	VT
SOUTH CAROLINA	2020-04-01	45	210	SC
UTAH	2020-04-01	49	125	UT
WASHINGTON	2020-04-01	53	296	WA
OKLAHOMA	2020-04-01	40	153	OK
MISSOURI	2020-04-01	29	230	MO
NEW HAMPSHIRE	2020-04-01	33	48	NH
WISCONSIN	2020-04-01	55	201	WI
CALIFORNIA	2020-04-01	6	1274	CA
VIRGINIA	2020-04-01	51	262	VA
MAINE	2020-04-01	23	41	ME
OHIO	2020-04-01	39	349	OH
WYOMING	2020-04-01	56	17	WY
TEXAS	2020-04-01	48	814	TX
NORTH DAKOTA	2020-04-01	38	21	ND
NEBRASKA	2020-04-01	31	50	NE
SOUTH DAKOTA	2020-04-01	46	22	SD
HAWAII	2020-04-01	15	34	HI
NEW MEXICO	2020-04-01	35	48	NM
ALABAMA	2020-04-01	1	109	AL
ARKANSAS	2020-04-01	5	60	AR
MONTANA	2020-04-01	30	21	MT
KENTUCKY	2020-04-01	21	84	KY
KANSAS	2020-04-01	20	54	KS
WEST VIRGINIA	2020-04-01	54	29	WV
IOWA	2020-04-01	19	51	IA
ARIZONA	2020-04-01	4	115	AZ
ALASKA	2020-04-01	2	10	AK
OREGON	2020-04-01	41	47	OR
MINNESOTA	2020-04-01	27	60	MN
NORTH CAROLINA	2020-04-01	37	64	NC
NEW YORK	2020-03-31	36	8707	NY
LOUISIANA	2020-03-31	22	1213	LA
NEW JERSEY	2020-03-31	34	2060	NJ
CONNECTICUT	2020-03-31	9	557	CN
DISTRICT OF COLUMBIA	2020-03-31	11	94	DC
MASSACHUSETTS	2020-03-31	25	868	MA
MICHIGAN	2020-03-31	26	1121	MI
GEORGIA	2020-03-31	13	1084	GA
RHODE ISLAND	2020-03-31	44	80	RI
ILLINOIS	2020-03-31	17	922	IL
PENNSYLVANIA	2020-03-31	42	841	PA
COLORADO	2020-03-31	8	362	CO
IDAHO	2020-03-31	16	111	ID
VERMONT	2020-03-31	50	37	VT
DELAWARE	2020-03-31	10	55	DE
INDIANA	2020-03-31	18	380	IN
MISSOURI	2020-03-31	29	301	MO
FLORIDA	2020-03-31	12	1047	FL
TENNESSEE	2020-03-31	47	328	TN
WYOMING	2020-03-31	56	25	WY
MARYLAND	2020-03-31	24	247	MD
NEW HAMPSHIRE	2020-03-31	33	53	NH
SOUTH CAROLINA	2020-03-31	45	158	SC
MISSISSIPPI	2020-03-31	28	89	MS
CALIFORNIA	2020-03-31	6	1162	CA
VIRGINIA	2020-03-31	51	229	VA
UTAH	2020-03-31	49	81	UT
KENTUCKY	2020-03-31	21	110	KY
IOWA	2020-03-31	19	74	IA
OHIO	2020-03-31	39	266	OH
NEVADA	2020-03-31	32	69	NV
NORTH DAKOTA	2020-03-31	38	17	ND
OKLAHOMA	2020-03-31	40	85	OK
NORTH CAROLINA	2020-03-31	37	224	NC
KANSAS	2020-03-31	20	61	KS
MAINE	2020-03-31	23	28	ME
OREGON	2020-03-31	41	83	OR
MONTANA	2020-03-31	30	21	MT
ARKANSAS	2020-03-31	5	56	AR
TEXAS	2020-03-31	48	523	TX
ALASKA	2020-03-31	2	13	AK
ARIZONA	2020-03-31	4	129	AZ
NEW MEXICO	2020-03-31	35	33	NM
WASHINGTON	2020-03-31	53	113	WA
HAWAII	2020-03-31	15	20	HI
WISCONSIN	2020-03-31	55	82	WI
ALABAMA	2020-03-31	1	52	AL
WEST VIRGINIA	2020-03-31	54	17	WV
MINNESOTA	2020-03-31	27	53	MN
SOUTH DAKOTA	2020-03-31	46	7	SD
NEBRASKA	2020-03-31	31	14	NE
NEW YORK	2020-03-30	36	7721	NY
NEW JERSEY	2020-03-30	34	3250	NJ
CONNECTICUT	2020-03-30	9	578	CN
MASSACHUSETTS	2020-03-30	25	797	MA
RHODE ISLAND	2020-03-30	44	114	RI
LOUISIANA	2020-03-30	22	485	LA
MICHIGAN	2020-03-30	26	1022	MI
DISTRICT OF COLUMBIA	2020-03-30	11	59	DC
IDAHO	2020-03-30	16	105	ID
PENNSYLVANIA	2020-03-30	42	715	PA
COLORADO	2020-03-30	8	313	CO
NEW HAMPSHIRE	2020-03-30	33	56	NH
INDIANA	2020-03-30	18	275	IN
NEVADA	2020-03-30	32	124	NV
WASHINGTON	2020-03-30	53	283	WA
ILLINOIS	2020-03-30	17	455	IL
FLORIDA	2020-03-30	12	752	FL
VERMONT	2020-03-30	50	21	VT
GEORGIA	2020-03-30	13	349	GA
DELAWARE	2020-03-30	10	32	DE
ARIZONA	2020-03-30	4	239	AZ
MISSISSIPPI	2020-03-30	28	89	MS
SOUTH CAROLINA	2020-03-30	45	150	SC
MARYLAND	2020-03-30	24	171	MD
IOWA	2020-03-30	19	88	IA
CALIFORNIA	2020-03-30	6	1100	CA
UTAH	2020-03-30	49	87	UT
WISCONSIN	2020-03-30	55	149	WI
NEBRASKA	2020-03-30	31	47	NE
MISSOURI	2020-03-30	29	147	MO
ALABAMA	2020-03-30	1	117	AL
OHIO	2020-03-30	39	268	OH
TENNESSEE	2020-03-30	47	152	TN
NEW MEXICO	2020-03-30	35	45	NM
HAWAII	2020-03-30	15	29	HI
ARKANSAS	2020-03-30	5	59	AR
MAINE	2020-03-30	23	22	ME
NORTH DAKOTA	2020-03-30	38	12	ND
VIRGINIA	2020-03-30	51	131	VA
MONTANA	2020-03-30	30	16	MT
KANSAS	2020-03-30	20	41	KS
WYOMING	2020-03-30	56	8	WY
OREGON	2020-03-30	41	58	OR
OKLAHOMA	2020-03-30	40	52	OK
NORTH CAROLINA	2020-03-30	37	137	NC
MINNESOTA	2020-03-30	27	72	MN
TEXAS	2020-03-30	48	343	TX
WEST VIRGINIA	2020-03-30	54	21	WV
SOUTH DAKOTA	2020-03-30	46	10	SD
KENTUCKY	2020-03-30	21	41	KY
ALASKA	2020-03-30	2	6	AK
NEW YORK	2020-03-29	36	6266	NY
NEW JERSEY	2020-03-29	34	2262	NJ
CONNECTICUT	2020-03-29	9	469	CN
MASSACHUSETTS	2020-03-29	25	698	MA
MICHIGAN	2020-03-29	26	852	MI
ILLINOIS	2020-03-29	17	1068	IL
WASHINGTON	2020-03-29	53	586	WA
NEVADA	2020-03-29	32	182	NV
DISTRICT OF COLUMBIA	2020-03-29	11	38	DC
RHODE ISLAND	2020-03-29	44	55	RI
PENNSYLVANIA	2020-03-29	42	626	PA
LOUISIANA	2020-03-29	22	224	LA
COLORADO	2020-03-29	8	254	CO
FLORIDA	2020-03-29	12	905	FL
INDIANA	2020-03-29	18	283	IN
VERMONT	2020-03-29	50	24	VT
UTAH	2020-03-29	49	111	UT
NEW HAMPSHIRE	2020-03-29	33	44	NH
MAINE	2020-03-29	23	42	ME
MISSISSIPPI	2020-03-29	28	90	MS
TENNESSEE	2020-03-29	47	206	TN
MARYLAND	2020-03-29	24	178	MD
IDAHO	2020-03-29	16	48	ID
SOUTH DAKOTA	2020-03-29	46	22	SD
ALABAMA	2020-03-29	1	110	AL
GEORGIA	2020-03-29	13	236	GA
OHIO	2020-03-29	39	259	OH
SOUTH CAROLINA	2020-03-29	45	114	SC
ARIZONA	2020-03-29	4	157	AZ
KANSAS	2020-03-29	20	61	KS
CALIFORNIA	2020-03-29	6	755	CA
NORTH CAROLINA	2020-03-29	37	194	NC
DELAWARE	2020-03-29	10	18	DE
VIRGINIA	2020-03-29	51	150	VA
HAWAII	2020-03-29	15	24	HI
ALASKA	2020-03-29	2	12	AK
OREGON	2020-03-29	41	69	OR
WISCONSIN	2020-03-29	55	78	WI
ARKANSAS	2020-03-29	5	40	AR
OKLAHOMA	2020-03-29	40	52	OK
MONTANA	2020-03-29	30	14	MT
NEW MEXICO	2020-03-29	35	27	NM
IOWA	2020-03-29	19	38	IA
TEXAS	2020-03-29	48	341	TX
MINNESOTA	2020-03-29	27	62	MN
MISSOURI	2020-03-29	29	65	MO
KENTUCKY	2020-03-29	21	45	KY
NEBRASKA	2020-03-29	31	16	NE
WEST VIRGINIA	2020-03-29	54	11	WV
NORTH DAKOTA	2020-03-29	38	4	ND
WYOMING	2020-03-29	56	3	WY
NEW YORK	2020-03-28	36	8771	NY
NEW JERSEY	2020-03-28	34	2299	NJ
MASSACHUSETTS	2020-03-28	25	1017	MA
LOUISIANA	2020-03-28	22	569	LA
MICHIGAN	2020-03-28	26	979	MI
WASHINGTON	2020-03-28	53	541	WA
CONNECTICUT	2020-03-28	9	233	CN
COLORADO	2020-03-28	8	326	CO
DISTRICT OF COLUMBIA	2020-03-28	11	37	DC
DELAWARE	2020-03-28	10	49	DE
PENNSYLVANIA	2020-03-28	42	598	PA
MARYLAND	2020-03-28	24	276	MD
VERMONT	2020-03-28	50	27	VT
ILLINOIS	2020-03-28	17	518	IL
UTAH	2020-03-28	49	128	UT
FLORIDA	2020-03-28	12	840	FL
NEVADA	2020-03-28	32	117	NV
INDIANA	2020-03-28	18	247	IN
RHODE ISLAND	2020-03-28	44	36	RI
NORTH DAKOTA	2020-03-28	38	25	ND
MAINE	2020-03-28	23	43	ME
MISSISSIPPI	2020-03-28	28	90	MS
MISSOURI	2020-03-28	29	167	MO
TENNESSEE	2020-03-28	47	183	TN
MONTANA	2020-03-28	30	26	MT
GEORGIA	2020-03-28	13	249	GA
ALASKA	2020-03-28	2	17	AK
SOUTH CAROLINA	2020-03-28	45	119	SC
OHIO	2020-03-28	39	262	OH
HAWAII	2020-03-28	15	31	HI
KENTUCKY	2020-03-28	21	92	KY
KANSAS	2020-03-28	20	59	KS
NEW HAMPSHIRE	2020-03-28	33	27	NH
IOWA	2020-03-28	19	62	IA
WISCONSIN	2020-03-28	55	112	WI
WYOMING	2020-03-28	56	11	WY
NORTH CAROLINA	2020-03-28	37	188	NC
IDAHO	2020-03-28	16	30	ID
ALABAMA	2020-03-28	1	81	AL
CALIFORNIA	2020-03-28	6	651	CA
VIRGINIA	2020-03-28	51	134	VA
OREGON	2020-03-28	41	65	OR
ARIZONA	2020-03-28	4	108	AZ
TEXAS	2020-03-28	48	410	TX
OKLAHOMA	2020-03-28	40	55	OK
SOUTH DAKOTA	2020-03-28	46	10	SD
NEBRASKA	2020-03-28	31	20	NE
WEST VIRGINIA	2020-03-28	54	17	WV
NEW MEXICO	2020-03-28	35	19	NM
ARKANSAS	2020-03-28	5	24	AR
MINNESOTA	2020-03-28	27	44	MN
NEW YORK	2020-03-27	36	5688	NY
NEW JERSEY	2020-03-27	34	1949	NJ
MASSACHUSETTS	2020-03-27	25	823	MA
LOUISIANA	2020-03-27	22	441	LA
CONNECTICUT	2020-03-27	9	279	CN
MICHIGAN	2020-03-27	26	778	MI
WASHINGTON	2020-03-27	53	562	WA
COLORADO	2020-03-27	8	303	CO
GEORGIA	2020-03-27	13	557	GA
DISTRICT OF COLUMBIA	2020-03-27	11	36	DC
INDIANA	2020-03-27	18	331	IN
VERMONT	2020-03-27	50	26	VT
PENNSYLVANIA	2020-03-27	42	527	PA
ILLINOIS	2020-03-27	17	491	IL
RHODE ISLAND	2020-03-27	44	38	RI
MARYLAND	2020-03-27	24	209	MD
FLORIDA	2020-03-27	12	720	FL
MISSISSIPPI	2020-03-27	28	93	MS
WYOMING	2020-03-27	56	18	WY
WISCONSIN	2020-03-27	55	176	WI
TENNESSEE	2020-03-27	47	199	TN
MONTANA	2020-03-27	30	31	MT
NEVADA	2020-03-27	32	86	NV
MISSOURI	2020-03-27	29	162	MO
NEW MEXICO	2020-03-27	35	55	NM
